prediction_file,target_file,field_name,evaluation_method,scoring_type,tp,fp,fn,tn,expected,actual
aas0055-0039.xml,aas0055-0039.nxml,author_surnames,levenshtein,partial_set,0,1,0,0,WIESLANDER,Wieslander
aas0055-0039.xml,aas0055-0039.nxml,first_author_given_name,exact,string,1,0,0,0,M,M
aas0055-0039.xml,aas0055-0039.nxml,first_author_given_name,levenshtein,string,1,0,0,0,M,M
aas0055-0039.xml,aas0055-0039.nxml,corresp_author_given_names,exact,string,0,0,0,1,,
aas0055-0039.xml,aas0055-0039.nxml,corresp_author_given_names,levenshtein,string,0,0,0,1,,
aas0055-0039.xml,aas0055-0039.nxml,author_given_names,exact,partial_set,1,0,0,0,A,A
aas0055-0039.xml,aas0055-0039.nxml,author_given_names,exact,partial_set,1,0,0,0,G,G
aas0055-0039.xml,aas0055-0039.nxml,author_given_names,exact,partial_set,1,0,0,0,H,H
aas0055-0039.xml,aas0055-0039.nxml,author_given_names,exact,partial_set,1,0,0,0,M,M
aas0055-0039.xml,aas0055-0039.nxml,author_given_names,exact,partial_set,1,0,0,0,O,O
aas0055-0039.xml,aas0055-0039.nxml,author_given_names,levenshtein,partial_set,1,0,0,0,A,A
aas0055-0039.xml,aas0055-0039.nxml,author_given_names,levenshtein,partial_set,1,0,0,0,G,G
aas0055-0039.xml,aas0055-0039.nxml,author_given_names,levenshtein,partial_set,1,0,0,0,H,H
aas0055-0039.xml,aas0055-0039.nxml,author_given_names,levenshtein,partial_set,1,0,0,0,M,M
aas0055-0039.xml,aas0055-0039.nxml,author_given_names,levenshtein,partial_set,1,0,0,0,O,O
aas0055-0039.xml,aas0055-0039.nxml,first_author_full_name,exact,string,0,1,0,0,M BROMAN,M Broman
aas0055-0039.xml,aas0055-0039.nxml,first_author_full_name,levenshtein,string,0,1,0,0,M BROMAN,M Broman
aas0055-0039.xml,aas0055-0039.nxml,corresp_author_full_names,exact,string,0,0,0,1,,
aas0055-0039.xml,aas0055-0039.nxml,corresp_author_full_names,levenshtein,string,0,0,0,1,,
aas0055-0039.xml,aas0055-0039.nxml,author_full_names,exact,partial_set,0,1,0,0,A WIESLANDER,A Wieslander
aas0055-0039.xml,aas0055-0039.nxml,author_full_names,exact,partial_set,0,1,0,0,G GODALY,G Godaly
aas0055-0039.xml,aas0055-0039.nxml,author_full_names,exact,partial_set,0,1,0,0,H FRIBERG,H Friberg
aas0055-0039.xml,aas0055-0039.nxml,author_full_names,exact,partial_set,0,1,0,0,M BROMAN,M Broman
aas0055-0039.xml,aas0055-0039.nxml,author_full_names,exact,partial_set,0,1,0,0,O CARLSSON,O Carlsson
aas0055-0039.xml,aas0055-0039.nxml,author_full_names,levenshtein,partial_set,0,1,0,0,A WIESLANDER,A Wieslander
aas0055-0039.xml,aas0055-0039.nxml,author_full_names,levenshtein,partial_set,0,1,0,0,G GODALY,G Godaly
aas0055-0039.xml,aas0055-0039.nxml,author_full_names,levenshtein,partial_set,0,1,0,0,H FRIBERG,H Friberg
aas0055-0039.xml,aas0055-0039.nxml,author_full_names,levenshtein,partial_set,0,1,0,0,M BROMAN,M Broman
aas0055-0039.xml,aas0055-0039.nxml,author_full_names,levenshtein,partial_set,0,1,0,0,O CARLSSON,O Carlsson
aas0055-0039.xml,aas0055-0039.nxml,corresp_author_emails,exact,string,0,0,0,1,,
aas0055-0039.xml,aas0055-0039.nxml,corresp_author_emails,levenshtein,string,0,0,0,1,,
aas0055-0039.xml,aas0055-0039.nxml,affiliation_text,exact,partial_list,0,0,1,0,"1 Department of Anaesthesiology and Intensive Care, Lund University Hospital Lund, Sweden",
aas0055-0039.xml,aas0055-0039.nxml,affiliation_text,exact,partial_list,0,0,1,0,"2 Gambro Lundia AB Lund, Sweden",
aas0055-0039.xml,aas0055-0039.nxml,affiliation_text,levenshtein,partial_list,0,0,1,0,"1 Department of Anaesthesiology and Intensive Care, Lund University Hospital Lund, Sweden",
aas0055-0039.xml,aas0055-0039.nxml,affiliation_text,levenshtein,partial_list,0,0,1,0,"2 Gambro Lundia AB Lund, Sweden",
aas0055-0039.xml,aas0055-0039.nxml,affiliation_text,exact,partial_set,0,0,1,0,"1 Department of Anaesthesiology and Intensive Care, Lund University Hospital Lund, Sweden",
aas0055-0039.xml,aas0055-0039.nxml,affiliation_text,exact,partial_set,0,0,1,0,"2 Gambro Lundia AB Lund, Sweden",
aas0055-0039.xml,aas0055-0039.nxml,affiliation_text,levenshtein,partial_set,0,0,1,0,"1 Department of Anaesthesiology and Intensive Care, Lund University Hospital Lund, Sweden",
aas0055-0039.xml,aas0055-0039.nxml,affiliation_text,levenshtein,partial_set,0,0,1,0,"2 Gambro Lundia AB Lund, Sweden",
aas0055-0039.xml,aas0055-0039.nxml,affiliation_strings,exact,partial_set,1,0,0,0,"Department of Anaesthesiology and Intensive Care, Lund University Hospital, Lund, Sweden","Department of Anaesthesiology and Intensive Care, Lund University Hospital, Lund, Sweden"
aas0055-0039.xml,aas0055-0039.nxml,affiliation_strings,exact,partial_set,1,0,0,0,"Gambro Lundia AB, Lund, Sweden","Gambro Lundia AB, Lund, Sweden"
aas0055-0039.xml,aas0055-0039.nxml,affiliation_strings,levenshtein,partial_set,1,0,0,0,"Department of Anaesthesiology and Intensive Care, Lund University Hospital, Lund, Sweden","Department of Anaesthesiology and Intensive Care, Lund University Hospital, Lund, Sweden"
aas0055-0039.xml,aas0055-0039.nxml,affiliation_strings,levenshtein,partial_set,1,0,0,0,"Gambro Lundia AB, Lund, Sweden","Gambro Lundia AB, Lund, Sweden"
aas0055-0039.xml,aas0055-0039.nxml,affiliation_label,exact,partial_set,0,0,1,0,1,
aas0055-0039.xml,aas0055-0039.nxml,affiliation_label,exact,partial_set,0,0,1,0,2,
aas0055-0039.xml,aas0055-0039.nxml,affiliation_label,levenshtein,partial_set,0,0,1,0,1,
aas0055-0039.xml,aas0055-0039.nxml,affiliation_label,levenshtein,partial_set,0,0,1,0,2,
aas0055-0039.xml,aas0055-0039.nxml,affiliation_institution,exact,partial_set,1,0,0,0,"Department of Anaesthesiology and Intensive Care, Lund University Hospital","Department of Anaesthesiology and Intensive Care, Lund University Hospital"
aas0055-0039.xml,aas0055-0039.nxml,affiliation_institution,exact,partial_set,1,0,0,0,Gambro Lundia AB,Gambro Lundia AB
aas0055-0039.xml,aas0055-0039.nxml,affiliation_institution,levenshtein,partial_set,1,0,0,0,"Department of Anaesthesiology and Intensive Care, Lund University Hospital","Department of Anaesthesiology and Intensive Care, Lund University Hospital"
aas0055-0039.xml,aas0055-0039.nxml,affiliation_institution,levenshtein,partial_set,1,0,0,0,Gambro Lundia AB,Gambro Lundia AB
aas0055-0039.xml,aas0055-0039.nxml,affiliation_country,exact,partial_set,0,1,0,0,,Sweden
aas0055-0039.xml,aas0055-0039.nxml,affiliation_country,levenshtein,partial_set,0,1,0,0,,Sweden
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_list,1,0,0,0,Methods,Methods
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_list,1,0,0,0,Fluid composition and study design,Fluid composition and study design
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_list,1,0,0,0,Patients and CRRT treatments,Patients and CRRT treatments
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_list,1,0,0,0,Clinical parameters of the patients,Clinical parameters of the patients
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_list,1,0,0,0,Statistics,Statistics
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_list,1,0,0,0,Results,Results
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_list,1,0,0,0,Discussion,Discussion
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_list,1,0,0,0,Methods,Methods
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_list,1,0,0,0,Fluid composition and study design,Fluid composition and study design
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_list,1,0,0,0,Patients and CRRT treatments,Patients and CRRT treatments
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_list,1,0,0,0,Clinical parameters of the patients,Clinical parameters of the patients
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_list,1,0,0,0,Statistics,Statistics
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_list,1,0,0,0,Results,Results
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_list,1,0,0,0,Discussion,Discussion
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_set,1,0,0,0,Clinical parameters of the patients,Clinical parameters of the patients
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_set,1,0,0,0,Discussion,Discussion
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_set,1,0,0,0,Fluid composition and study design,Fluid composition and study design
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_set,1,0,0,0,Methods,Methods
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_set,1,0,0,0,Patients and CRRT treatments,Patients and CRRT treatments
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_set,1,0,0,0,Results,Results
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_set,1,0,0,0,Statistics,Statistics
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_set,1,0,0,0,Clinical parameters of the patients,Clinical parameters of the patients
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_set,1,0,0,0,Discussion,Discussion
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_set,1,0,0,0,Fluid composition and study design,Fluid composition and study design
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_set,1,0,0,0,Methods,Methods
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_set,1,0,0,0,Patients and CRRT treatments,Patients and CRRT treatments
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_set,1,0,0,0,Results,Results
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_set,1,0,0,0,Statistics,Statistics
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_ulist,1,0,0,0,Methods,Methods
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_ulist,1,0,0,0,Fluid composition and study design,Fluid composition and study design
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_ulist,1,0,0,0,Patients and CRRT treatments,Patients and CRRT treatments
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_ulist,1,0,0,0,Clinical parameters of the patients,Clinical parameters of the patients
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_ulist,1,0,0,0,Statistics,Statistics
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_ulist,1,0,0,0,Results,Results
aas0055-0039.xml,aas0055-0039.nxml,section_titles,exact,partial_ulist,1,0,0,0,Discussion,Discussion
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_ulist,1,0,0,0,Methods,Methods
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_ulist,1,0,0,0,Fluid composition and study design,Fluid composition and study design
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_ulist,1,0,0,0,Patients and CRRT treatments,Patients and CRRT treatments
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_ulist,1,0,0,0,Clinical parameters of the patients,Clinical parameters of the patients
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_ulist,1,0,0,0,Statistics,Statistics
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_ulist,1,0,0,0,Results,Results
aas0055-0039.xml,aas0055-0039.nxml,section_titles,levenshtein,partial_ulist,1,0,0,0,Discussion,Discussion
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,1,1
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,2,2
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,4,4
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,5,5
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,9,9
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,7,7
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,10,10
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,3,3
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,11,11
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,17,17
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,7,7
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,12,12
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,13,13
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,18,18
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,20,20
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,1,1
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,22,22
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,23,23
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,24,24
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,31,31
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,33,33
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,24,24
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,2,2
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,24,24
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,34,34
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,8,8
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,35,35
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,1,0,0,0,36,36
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,3,6
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,21,"3,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,1,14
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,1,15
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,21,16
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,22,"3,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,32,"7,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,3,"12,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,11,"13,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,2,19
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,3,25
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,11,26
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,27
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,28
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,29
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,30
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,"1,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,"21,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,"32,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,"3,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,"11,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,"2,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,"3,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,"11,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,exact,partial_ulist,0,1,0,0,,8
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,1,1
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,2,2
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,4,4
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,5,5
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,9,9
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,7,7
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,10,10
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,3,3
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,11,11
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,17,17
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,7,7
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,12,12
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,13,13
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,18,18
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,20,20
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,1,1
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,22,22
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,23,23
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,24,24
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,31,31
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,33,33
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,24,24
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,2,2
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,24,24
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,34,34
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,8,8
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,35,35
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,1,0,0,0,36,36
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,3,"3,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,21,"21,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,1,14
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,1,15
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,21,25
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,22,26
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,32,"32,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,3,"3,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,11,"11,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,2,27
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,3,30
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,11,"11,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,,6
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,,16
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,,"7,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,,"12,"
aas0055-0039.xml,aas0055-0039.nxml,body_reference_citation_text,levenshtein,partial_ulist,0,1,0,0,,"13,"
