prediction_file,target_file,field_name,evaluation_method,scoring_type,tp,fp,fn,tn,expected,actual
sonc50-621.cermine.xml,sonc50-621.nxml,first_author_full_name,exact,string,0,1,0,0,Louise Wichmann Matthiessen,LOUISE WICHMANN MATTHIESSEN
sonc50-621.cermine.xml,sonc50-621.nxml,first_author_full_name,levenshtein,string,0,1,0,0,Louise Wichmann Matthiessen,LOUISE WICHMANN MATTHIESSEN
sonc50-621.cermine.xml,sonc50-621.nxml,author_aff_strings,exact,set,0,1,0,0,"Center for Experimental Drug and Gene Electrotransfer (C*EDGE), Department of Oncology, Copenhagen University Hospital Herlev, Denmark, Department of Anaesthesia, James Cook University Hospital, Middlesbrough, UK, Department of Oncology, James Cook University Hospital, Middlesbrough, UK, Department of Reconstructive Plastic Surgery, James Cook University Hospital, Middlesbrough, UK","Center for Experimental Drug and Gene Electrotransfer (C, Department of Anaesthesia, James Cook University Hospital, Middlesbrough, UK, Department of Oncology, James Cook University Hospital, Middlesbrough, UK, Department of Reconstructive Plastic Surgery, James Cook University Hospital, Middlesbrough, UK, EDGE), Department of Oncology, Copenhagen University Hospital Herlev, Denmark"
sonc50-621.cermine.xml,sonc50-621.nxml,author_aff_strings,levenshtein,set,0,1,0,0,"Center for Experimental Drug and Gene Electrotransfer (C*EDGE), Department of Oncology, Copenhagen University Hospital Herlev, Denmark, Department of Anaesthesia, James Cook University Hospital, Middlesbrough, UK, Department of Oncology, James Cook University Hospital, Middlesbrough, UK, Department of Reconstructive Plastic Surgery, James Cook University Hospital, Middlesbrough, UK","Center for Experimental Drug and Gene Electrotransfer (C, Department of Anaesthesia, James Cook University Hospital, Middlesbrough, UK, Department of Oncology, James Cook University Hospital, Middlesbrough, UK, Department of Reconstructive Plastic Surgery, James Cook University Hospital, Middlesbrough, UK, EDGE), Department of Oncology, Copenhagen University Hospital Herlev, Denmark"
sonc50-621.cermine.xml,sonc50-621.nxml,first_author_surname,exact,string,0,0,1,0,Matthiessen,
sonc50-621.cermine.xml,sonc50-621.nxml,first_author_surname,levenshtein,string,0,0,1,0,Matthiessen,
sonc50-621.cermine.xml,sonc50-621.nxml,keywords,exact,set,0,0,0,1,,
sonc50-621.cermine.xml,sonc50-621.nxml,keywords,levenshtein,set,0,0,0,1,,
soto131-469.cermine.xml,soto131-469.nxml,section_titles,exact,set,0,1,0,0,"Discussion, Introduction, Material and methods, Results","Acknowledgment, Discussion, Introduction, Material and methods"
soto131-469.cermine.xml,soto131-469.nxml,section_titles,levenshtein,set,0,1,0,0,"Discussion, Introduction, Material and methods, Results","Acknowledgment, Discussion, Introduction, Material and methods"
soto131-469.cermine.xml,soto131-469.nxml,title,exact,string,1,0,0,0,Visualization and assessment of saccular duct and endolymphatic sinus,Visualization and assessment of saccular duct and endolymphatic sinus
soto131-469.cermine.xml,soto131-469.nxml,title,levenshtein,string,1,0,0,0,Visualization and assessment of saccular duct and endolymphatic sinus,Visualization and assessment of saccular duct and endolymphatic sinus
soto131-469.cermine.xml,soto131-469.nxml,author_surnames,exact,set,0,0,1,0,"Anniko, Imoto, Sakamoto, Sunami, Takayama, Yamane",
soto131-469.cermine.xml,soto131-469.nxml,author_surnames,levenshtein,set,0,0,1,0,"Anniko, Imoto, Sakamoto, Sunami, Takayama, Yamane",
soto131-469.cermine.xml,soto131-469.nxml,abstract,exact,string,1,0,0,0,"Conclusion: The saccular duct and endolymphatic sinus run in the bony groove, before reaching the orifice of the vestibular aqueduct. We first clinically visualized this sulciform groove using three-dimensional (3D) cone beam CT images. This strategy can be useful to assess the condition of the saccular duct and endolymphatic sinus concerning the longitudinal flow system of endolymph. Objective: To assess the saccular duct and endolymphatic sinus in the endolymphatic system in order to advance clinical studies on inner ear dysfunction. Methods: The sulciform groove of the saccular duct and endolymphatic sinus of human subjects was analyzed by cone beam CT and compared with that of a cadaver. Results: We could obtain reconstructed 3D CT images of the sulciform groove of the saccular duct and endolymphatic sinus using several CT window levels.","Conclusion: The saccular duct and endolymphatic sinus run in the bony groove, before reaching the orifice of the vestibular aqueduct. We first clinically visualized this sulciform groove using three-dimensional (3D) cone beam CT images. This strategy can be useful to assess the condition of the saccular duct and endolymphatic sinus concerning the longitudinal flow system of endolymph. Objective: To assess the saccular duct and endolymphatic sinus in the endolymphatic system in order to advance clinical studies on inner ear dysfunction. Methods: The sulciform groove of the saccular duct and endolymphatic sinus of human subjects was analyzed by cone beam CT and compared with that of a cadaver. Results: We could obtain reconstructed 3D CT images of the sulciform groove of the saccular duct and endolymphatic sinus using several CT window levels."
soto131-469.cermine.xml,soto131-469.nxml,abstract,levenshtein,string,1,0,0,0,"Conclusion: The saccular duct and endolymphatic sinus run in the bony groove, before reaching the orifice of the vestibular aqueduct. We first clinically visualized this sulciform groove using three-dimensional (3D) cone beam CT images. This strategy can be useful to assess the condition of the saccular duct and endolymphatic sinus concerning the longitudinal flow system of endolymph. Objective: To assess the saccular duct and endolymphatic sinus in the endolymphatic system in order to advance clinical studies on inner ear dysfunction. Methods: The sulciform groove of the saccular duct and endolymphatic sinus of human subjects was analyzed by cone beam CT and compared with that of a cadaver. Results: We could obtain reconstructed 3D CT images of the sulciform groove of the saccular duct and endolymphatic sinus using several CT window levels.","Conclusion: The saccular duct and endolymphatic sinus run in the bony groove, before reaching the orifice of the vestibular aqueduct. We first clinically visualized this sulciform groove using three-dimensional (3D) cone beam CT images. This strategy can be useful to assess the condition of the saccular duct and endolymphatic sinus concerning the longitudinal flow system of endolymph. Objective: To assess the saccular duct and endolymphatic sinus in the endolymphatic system in order to advance clinical studies on inner ear dysfunction. Methods: The sulciform groove of the saccular duct and endolymphatic sinus of human subjects was analyzed by cone beam CT and compared with that of a cadaver. Results: We could obtain reconstructed 3D CT images of the sulciform groove of the saccular duct and endolymphatic sinus using several CT window levels."
soto131-469.cermine.xml,soto131-469.nxml,author_full_names,exact,set,0,1,0,0,"Hideo Yamane, Hiramori Sakamoto, Kishiko Sunami, Masahiro Takayama, Matti Anniko, Toshio Imoto","HIDEO YAMANE, HIRAMORI SAKAMOTO, KISHIKO SUNAMI, MASAHIRO TAKAYAMA, MATTI ANNIKO, TOSHIO IMOTO"
soto131-469.cermine.xml,soto131-469.nxml,author_full_names,levenshtein,set,0,1,0,0,"Hideo Yamane, Hiramori Sakamoto, Kishiko Sunami, Masahiro Takayama, Matti Anniko, Toshio Imoto","HIDEO YAMANE, HIRAMORI SAKAMOTO, KISHIKO SUNAMI, MASAHIRO TAKAYAMA, MATTI ANNIKO, TOSHIO IMOTO"
soto131-469.cermine.xml,soto131-469.nxml,first_author_full_name,exact,string,0,1,0,0,Hideo Yamane,HIDEO YAMANE
soto131-469.cermine.xml,soto131-469.nxml,first_author_full_name,levenshtein,string,0,1,0,0,Hideo Yamane,HIDEO YAMANE
soto131-469.cermine.xml,soto131-469.nxml,author_aff_strings,exact,set,1,0,0,0,"Department of Otorhinolaryngology and Head & Neck Surgery, Uppsala University Hospital, Uppsala, Sweden, Department of Otorhinolaryngology, Osaka City University Graduate School of Medicine, Osaka, Japan","Department of Otorhinolaryngology and Head & Neck Surgery, Uppsala University Hospital, Uppsala, Sweden, Department of Otorhinolaryngology, Osaka City University Graduate School of Medicine, Osaka, Japan"
soto131-469.cermine.xml,soto131-469.nxml,author_aff_strings,levenshtein,set,1,0,0,0,"Department of Otorhinolaryngology and Head & Neck Surgery, Uppsala University Hospital, Uppsala, Sweden, Department of Otorhinolaryngology, Osaka City University Graduate School of Medicine, Osaka, Japan","Department of Otorhinolaryngology and Head & Neck Surgery, Uppsala University Hospital, Uppsala, Sweden, Department of Otorhinolaryngology, Osaka City University Graduate School of Medicine, Osaka, Japan"
soto131-469.cermine.xml,soto131-469.nxml,first_author_surname,exact,string,0,0,1,0,Yamane,
soto131-469.cermine.xml,soto131-469.nxml,first_author_surname,levenshtein,string,0,0,1,0,Yamane,
soto131-469.cermine.xml,soto131-469.nxml,keywords,exact,set,1,0,0,0,"CT image, Cochlea, bony groove, endolymphatic duct, endolymphatic hydrops, longitudinal flow, rendering, saccule","CT image, Cochlea, bony groove, endolymphatic duct, endolymphatic hydrops, longitudinal flow, rendering, saccule"
soto131-469.cermine.xml,soto131-469.nxml,keywords,levenshtein,set,1,0,0,0,"CT image, Cochlea, bony groove, endolymphatic duct, endolymphatic hydrops, longitudinal flow, rendering, saccule","CT image, Cochlea, bony groove, endolymphatic duct, endolymphatic hydrops, longitudinal flow, rendering, saccule"
d-67-00463.cermine.xml,d-67-00463.nxml,section_titles,exact,set,0,1,0,0,"Conclusions, Discussion, Introduction, Methods, Pi Sampler, Pi minimal screen preparation and crystallization assays with commercially available soluble proteins, Pi sampling, Pi-PEG screen preparation and crystallization assays with a GPCR, Results, The Pi minimal screen, The Pi-PEG screen","1. Introduction, 2. Methods, 2.1. Pi sampling, 2.3. Pi minimal screen preparation and crystallization assays with commercially available soluble proteins, 2.4. Pi-PEG screen preparation and crystallization assays with a GPCR, 4. Discussion, 4.1. Pi sampling, 4.3. The Pi-PEG screen, 5. Conclusions"
d-67-00463.cermine.xml,d-67-00463.nxml,section_titles,levenshtein,set,0,1,0,0,"Conclusions, Discussion, Introduction, Methods, Pi Sampler, Pi minimal screen preparation and crystallization assays with commercially available soluble proteins, Pi sampling, Pi-PEG screen preparation and crystallization assays with a GPCR, Results, The Pi minimal screen, The Pi-PEG screen","1. Introduction, 2. Methods, 2.1. Pi sampling, 2.3. Pi minimal screen preparation and crystallization assays with commercially available soluble proteins, 2.4. Pi-PEG screen preparation and crystallization assays with a GPCR, 4. Discussion, 4.1. Pi sampling, 4.3. The Pi-PEG screen, 5. Conclusions"
d-67-00463.cermine.xml,d-67-00463.nxml,title,exact,string,0,1,0,0,Pi sampling: a methodical and flexible approach to initial macromolecular crystallization screening,Pi sampling: a methodical and flexible approach to initial macromolecular crystallization screening research papers
d-67-00463.cermine.xml,d-67-00463.nxml,title,levenshtein,string,1,0,0,0,Pi sampling: a methodical and flexible approach to initial macromolecular crystallization screening,Pi sampling: a methodical and flexible approach to initial macromolecular crystallization screening research papers
d-67-00463.cermine.xml,d-67-00463.nxml,author_surnames,exact,set,0,0,1,0,"Gorrec, Lebon, Palmer, Warne",
d-67-00463.cermine.xml,d-67-00463.nxml,author_surnames,levenshtein,set,0,0,1,0,"Gorrec, Lebon, Palmer, Warne",
d-67-00463.cermine.xml,d-67-00463.nxml,abstract,exact,string,0,1,0,0,"Pi sampling, derived from the incomplete factorial approach, is an effort to maximize the diversity of macromolecular crystallization conditions and to facilitate the preparation of 96-condition initial screens.The Pi sampling method is derived from the incomplete factorial approach to macromolecular crystallization screen design. The resulting ‘Pi screens’ have a modular distribution of a given set of up to 36 stock solutions. Maximally diverse conditions can be produced by taking into account the properties of the chemicals used in the formulation and the concentrations of the corresponding solutions. The Pi sampling method has been implemented in a web-based application that generates screen formulations and recipes. It is particularly adapted to screens consisting of 96 different conditions. The flexibility and efficiency of Pi sampling is demonstrated by the crystallization of soluble proteins and of an integral membrane-protein sample.",The Pi sampling method is derived from the incomplete factorial approach to macromolecular crystallization screen design. The resulting 'Pi screens' have a modular distribution of a given set of up to 36 stock solutions. Maximally diverse conditions can be produced by taking into account the properties of the chemicals used in the formulation and the concentrations of the corresponding solutions. The Pi sampling method has been implemented in a web-based application that generates screen formulations and recipes. It is particularly adapted to screens consisting of 96 different conditions. The flexibility and efficiency of Pi sampling is demonstrated by the crystallization of soluble proteins and of an integral membrane-protein sample.
d-67-00463.cermine.xml,d-67-00463.nxml,abstract,levenshtein,string,0,1,0,0,"Pi sampling, derived from the incomplete factorial approach, is an effort to maximize the diversity of macromolecular crystallization conditions and to facilitate the preparation of 96-condition initial screens.The Pi sampling method is derived from the incomplete factorial approach to macromolecular crystallization screen design. The resulting ‘Pi screens’ have a modular distribution of a given set of up to 36 stock solutions. Maximally diverse conditions can be produced by taking into account the properties of the chemicals used in the formulation and the concentrations of the corresponding solutions. The Pi sampling method has been implemented in a web-based application that generates screen formulations and recipes. It is particularly adapted to screens consisting of 96 different conditions. The flexibility and efficiency of Pi sampling is demonstrated by the crystallization of soluble proteins and of an integral membrane-protein sample.",The Pi sampling method is derived from the incomplete factorial approach to macromolecular crystallization screen design. The resulting 'Pi screens' have a modular distribution of a given set of up to 36 stock solutions. Maximally diverse conditions can be produced by taking into account the properties of the chemicals used in the formulation and the concentrations of the corresponding solutions. The Pi sampling method has been implemented in a web-based application that generates screen formulations and recipes. It is particularly adapted to screens consisting of 96 different conditions. The flexibility and efficiency of Pi sampling is demonstrated by the crystallization of soluble proteins and of an integral membrane-protein sample.
d-67-00463.cermine.xml,d-67-00463.nxml,author_full_names,exact,set,1,0,0,0,"Colin M. Palmer, Fabrice Gorrec, Guillaume Lebon, Tony Warne","Colin M. Palmer, Fabrice Gorrec, Guillaume Lebon, Tony Warne"
d-67-00463.cermine.xml,d-67-00463.nxml,author_full_names,levenshtein,set,1,0,0,0,"Colin M. Palmer, Fabrice Gorrec, Guillaume Lebon, Tony Warne","Colin M. Palmer, Fabrice Gorrec, Guillaume Lebon, Tony Warne"
d-67-00463.cermine.xml,d-67-00463.nxml,first_author_full_name,exact,string,1,0,0,0,Fabrice Gorrec,Fabrice Gorrec
d-67-00463.cermine.xml,d-67-00463.nxml,first_author_full_name,levenshtein,string,1,0,0,0,Fabrice Gorrec,Fabrice Gorrec
d-67-00463.cermine.xml,d-67-00463.nxml,author_aff_strings,exact,set,0,1,0,0,"MRC Laboratory of Molecular Biology, England","MRC Laboratory of Molecular Biology, Hills Road, Cambridge CB2 0QH, England"
d-67-00463.cermine.xml,d-67-00463.nxml,author_aff_strings,levenshtein,set,0,1,0,0,"MRC Laboratory of Molecular Biology, England","MRC Laboratory of Molecular Biology, Hills Road, Cambridge CB2 0QH, England"
d-67-00463.cermine.xml,d-67-00463.nxml,first_author_surname,exact,string,0,0,1,0,Gorrec,
d-67-00463.cermine.xml,d-67-00463.nxml,first_author_surname,levenshtein,string,0,0,1,0,Gorrec,
d-67-00463.cermine.xml,d-67-00463.nxml,keywords,exact,set,0,0,1,0,"GPCR, incomplete factorial approach, initial screen formulation, macromolecular crystallization, membrane-protein crystallization, modular distribution",
d-67-00463.cermine.xml,d-67-00463.nxml,keywords,levenshtein,set,0,0,1,0,"GPCR, incomplete factorial approach, initial screen formulation, macromolecular crystallization, membrane-protein crystallization, modular distribution",
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,section_titles,exact,set,0,1,0,0,"Discussion, Introduction",-
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,section_titles,levenshtein,set,0,1,0,0,"Discussion, Introduction",-
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,title,exact,string,0,1,0,0,Resection arthroplasty for luxation of the manubrio-sternal joint in rheumatoid arthritis—a case report,Resection arthroplasty for luxation of the manubrio-sternal joint in rheumatoid arthritis-a case report
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,title,levenshtein,string,1,0,0,0,Resection arthroplasty for luxation of the manubrio-sternal joint in rheumatoid arthritis—a case report,Resection arthroplasty for luxation of the manubrio-sternal joint in rheumatoid arthritis-a case report
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,author_surnames,exact,set,0,0,1,0,"Schmitz, de Waal Malefijt, van Heereveld",
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,author_surnames,levenshtein,set,0,0,1,0,"Schmitz, de Waal Malefijt, van Heereveld",
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,abstract,exact,string,0,0,0,1,,
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,abstract,levenshtein,string,0,0,0,1,,
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,author_full_names,exact,set,1,0,0,0,"Hedwig A E M van Heereveld, Maarten C de Waal Malefijt, Marloes W J L Schmitz","Hedwig A E M van Heereveld, Maarten C de Waal Malefijt, Marloes W J L Schmitz"
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,author_full_names,levenshtein,set,1,0,0,0,"Hedwig A E M van Heereveld, Maarten C de Waal Malefijt, Marloes W J L Schmitz","Hedwig A E M van Heereveld, Maarten C de Waal Malefijt, Marloes W J L Schmitz"
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,first_author_full_name,exact,string,1,0,0,0,Marloes W J L Schmitz,Marloes W J L Schmitz
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,first_author_full_name,levenshtein,string,1,0,0,0,Marloes W J L Schmitz,Marloes W J L Schmitz
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,author_aff_strings,exact,set,0,1,0,0,"Department of Orthopaedics, Department of Rheumatology, Radboud University Nijmegen Medical Centre, the Netherlands","Departments of, Orthopaedics, Rheumatology, Radboud University Nijmegen Medical Centre, the Netherlands Submitted 09-09-25. Accepted 09-11-02"
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,author_aff_strings,levenshtein,set,0,1,0,0,"Department of Orthopaedics, Department of Rheumatology, Radboud University Nijmegen Medical Centre, the Netherlands","Departments of, Orthopaedics, Rheumatology, Radboud University Nijmegen Medical Centre, the Netherlands Submitted 09-09-25. Accepted 09-11-02"
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,first_author_surname,exact,string,0,0,1,0,Schmitz,
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,first_author_surname,levenshtein,string,0,0,1,0,Schmitz,
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,keywords,exact,set,0,0,0,1,,
ORT-1745-3674-81-405.cermine.xml,ORT-1745-3674-81-405.nxml,keywords,levenshtein,set,0,0,0,1,,
apa0100-0653.cermine.xml,apa0100-0653.nxml,section_titles,exact,set,0,1,0,0,"Analysis sample, Boys, small placental surface, Conclusion, Discussion, Girls, large placental surface, Girls, oval placental surface, Introduction, Methods, Postnatal follow-up, Results, Statistical methods, Strengths and limitations of the study","ACKNOWLEDGEMENTS, Analysis sample, Boys, small placental surface, CONCLUSION, DISCUSSION, Girls, large placental surface, Girls, oval placental surface, INTRODUCTION, METHODS, Postnatal follow-up, RESULTS, Statistical methods, Strengths and limitations of the study"
apa0100-0653.cermine.xml,apa0100-0653.nxml,section_titles,levenshtein,set,0,1,0,0,"Analysis sample, Boys, small placental surface, Conclusion, Discussion, Girls, large placental surface, Girls, oval placental surface, Introduction, Methods, Postnatal follow-up, Results, Statistical methods, Strengths and limitations of the study","ACKNOWLEDGEMENTS, Analysis sample, Boys, small placental surface, CONCLUSION, DISCUSSION, Girls, large placental surface, Girls, oval placental surface, INTRODUCTION, METHODS, Postnatal follow-up, RESULTS, Statistical methods, Strengths and limitations of the study"
apa0100-0653.cermine.xml,apa0100-0653.nxml,title,exact,string,1,0,0,0,Placental programming of blood pressure in Indian children,Placental programming of blood pressure in Indian children
apa0100-0653.cermine.xml,apa0100-0653.nxml,title,levenshtein,string,1,0,0,0,Placental programming of blood pressure in Indian children,Placental programming of blood pressure in Indian children
apa0100-0653.cermine.xml,apa0100-0653.nxml,author_surnames,exact,set,0,0,1,0,"Barker, Fall, Hill, Karat, Krishnaveni, Veena, Winder",
apa0100-0653.cermine.xml,apa0100-0653.nxml,author_surnames,levenshtein,set,0,0,1,0,"Barker, Fall, Hill, Karat, Krishnaveni, Veena, Winder",
